1) predicted: 3, label: 2
3840) predicted: 0, label: 9
3841) predicted: 0, label: 4
3844) predicted: 8, label: 2
3846) predicted: 0, label: 6
3848) predicted: 1, label: 7
3853) predicted: 0, label: 6
3854) predicted: 3, label: 7
3855) predicted: 0, label: 5
3856) predicted: 3, label: 9
3859) predicted: 3, label: 9
3860) predicted: 3, label: 5
3862) predicted: 3, label: 2
3863) predicted: 8, label: 5
3865) predicted: 8, label: 4
3869) predicted: 7, label: 9
3872) predicted: 4, label: 9
3874) predicted: 7, label: 9
3875) predicted: 0, label: 4
3876) predicted: 3, label: 2
3877) predicted: 8, label: 5
3878) predicted: 1, label: 7
3879) predicted: 0, label: 9
3884) predicted: 0, label: 9
3885) predicted: 0, label: 9
3888) predicted: 0, label: 9
3889) predicted: 7, label: 9
3890) predicted: 8, label: 5
3891) predicted: 8, label: 9
3893) predicted: 3, label: 5
3896) predicted: 8, label: 3
3898) predicted: 3, label: 5
3899) predicted: 3, label: 2
3902) predicted: 0, label: 5
3904) predicted: 8, label: 2
3906) predicted: 3, label: 1
3907) predicted: 8, label: 5
3909) predicted: 3, label: 2
3912) predicted: 6, label: 2
3913) predicted: 6, label: 2
3915) predicted: 9, label: 4
3917) predicted: 3, label: 5
3918) predicted: 8, label: 5
3921) predicted: 8, label: 2
3926) predicted: 8, label: 9
3927) predicted: 4, label: 9
3928) predicted: 8, label: 5
3929) predicted: 3, label: 5
3931) predicted: 1, label: 6
3932) predicted: 0, label: 2
3933) predicted: 3, label: 2
3938) predicted: 9, label: 4
3939) predicted: 0, label: 6
3941) predicted: 8, label: 4
3945) predicted: 0, label: 2
3946) predicted: 1, label: 2
3948) predicted: 0, label: 6
3952) predicted: 8, label: 5
3955) predicted: 8, label: 5
3957) predicted: 8, label: 5
3958) predicted: 8, label: 2
3960) predicted: 8, label: 5
3961) predicted: 0, label: 6
3963) predicted: 3, label: 2
3966) predicted: 0, label: 9
3968) predicted: 3, label: 5
3969) predicted: 3, label: 7
3970) predicted: 1, label: 9
3971) predicted: 0, label: 4
3975) predicted: 0, label: 3
3976) predicted: 1, label: 7
3977) predicted: 1, label: 3
3984) predicted: 1, label: 9
3986) predicted: 1, label: 2
3992) predicted: 3, label: 9
3994) predicted: 3, label: 5
3996) predicted: 0, label: 4
3997) predicted: 3, label: 7
3998) predicted: 8, label: 4
4000) predicted: 3, label: 9
4001) predicted: 9, label: 4
4002) predicted: 8, label: 3
4007) predicted: 3, label: 7
4011) predicted: 3, label: 8
4012) predicted: 0, label: 4
4013) predicted: 3, label: 1
4015) predicted: 3, label: 9
4016) predicted: 7, label: 9
4017) predicted: 1, label: 4
4019) predicted: 8, label: 6
4024) predicted: 7, label: 4
4027) predicted: 1, label: 7
4029) predicted: 8, label: 4
4031) predicted: 3, label: 5
4037) predicted: 1, label: 6
4038) predicted: 8, label: 2
4040) predicted: 7, label: 9
4041) predicted: 3, label: 8
4042) predicted: 9, label: 4
4045) predicted: 0, label: 6
4046) predicted: 9, label: 4
4052) predicted: 3, label: 5
4054) predicted: 3, label: 5
4055) predicted: 0, label: 2
4056) predicted: 8, label: 5
4059) predicted: 3, label: 5
4060) predicted: 0, label: 4
4063) predicted: 1, label: 6
4065) predicted: 3, label: 0
4066) predicted: 3, label: 2
4067) predicted: 3, label: 5
4068) predicted: 3, label: 8
4071) predicted: 6, label: 4
4072) predicted: 1, label: 5
4075) predicted: 0, label: 8
4076) predicted: 8, label: 5
4078) predicted: 3, label: 9
4081) predicted: 8, label: 6
4086) predicted: 3, label: 8
4088) predicted: 3, label: 9
4092) predicted: 1, label: 8
4093) predicted: 3, label: 9
4094) predicted: 8, label: 5
4098) predicted: 8, label: 2
4099) predicted: 0, label: 7
4100) predicted: 0, label: 2
4102) predicted: 3, label: 7
4103) predicted: 3, label: 2
4106) predicted: 1, label: 3
4108) predicted: 8, label: 5
4111) predicted: 0, label: 9
4113) predicted: 1, label: 2
4114) predicted: 8, label: 2
4115) predicted: 3, label: 2
4116) predicted: 3, label: 8
4118) predicted: 3, label: 5
4122) predicted: 3, label: 9
4123) predicted: 3, label: 8
4125) predicted: 0, label: 6
4126) predicted: 1, label: 8
4127) predicted: 1, label: 2
4131) predicted: 1, label: 5
4133) predicted: 0, label: 2
4135) predicted: 1, label: 2
4140) predicted: 0, label: 8
4141) predicted: 7, label: 8
4142) predicted: 0, label: 7
4145) predicted: 0, label: 8
4148) predicted: 3, label: 7
4149) predicted: 3, label: 2
4151) predicted: 3, label: 7
4152) predicted: 1, label: 5
4154) predicted: 0, label: 9
4156) predicted: 3, label: 2
4158) predicted: 3, label: 9
4159) predicted: 3, label: 8
4161) predicted: 8, label: 2
4163) predicted: 0, label: 9
4165) predicted: 3, label: 8
4166) predicted: 8, label: 0
4167) predicted: 8, label: 2
4172) predicted: 9, label: 4
4173) predicted: 8, label: 2
4176) predicted: 3, label: 2
4177) predicted: 8, label: 5
4180) predicted: 3, label: 2
4183) predicted: 3, label: 9
4187) predicted: 8, label: 2
4189) predicted: 8, label: 2
4194) predicted: 9, label: 4
4196) predicted: 3, label: 5
4197) predicted: 8, label: 4
4198) predicted: 3, label: 9
4199) predicted: 9, label: 7
4202) predicted: 8, label: 5
4203) predicted: 8, label: 6
4204) predicted: 3, label: 2
4205) predicted: 3, label: 2
4206) predicted: 8, label: 2
4210) predicted: 3, label: 9
4211) predicted: 1, label: 6
4212) predicted: 3, label: 1
4215) predicted: 3, label: 7
4217) predicted: 9, label: 4
4219) predicted: 8, label: 5
4221) predicted: 9, label: 4
4222) predicted: 0, label: 3
4223) predicted: 0, label: 4
4224) predicted: 7, label: 9
4225) predicted: 3, label: 7
4226) predicted: 3, label: 5
4228) predicted: 3, label: 7
4230) predicted: 0, label: 8
4233) predicted: 8, label: 5
4235) predicted: 3, label: 9
4236) predicted: 8, label: 5
4238) predicted: 3, label: 7
4239) predicted: 8, label: 6
4240) predicted: 3, label: 9
4243) predicted: 1, label: 6
4246) predicted: 3, label: 8
4248) predicted: 3, label: 2
4250) predicted: 3, label: 2
4251) predicted: 1, label: 8
4252) predicted: 1, label: 6
4253) predicted: 3, label: 8
4254) predicted: 1, label: 5
4255) predicted: 0, label: 5
4256) predicted: 0, label: 3
4257) predicted: 3, label: 9
4258) predicted: 9, label: 4
4260) predicted: 3, label: 2
4261) predicted: 0, label: 5
4263) predicted: 3, label: 5
4265) predicted: 1, label: 4
4266) predicted: 8, label: 4
4268) predicted: 0, label: 4
4269) predicted: 0, label: 4
4270) predicted: 8, label: 3
4271) predicted: 3, label: 5
4274) predicted: 1, label: 2
4275) predicted: 0, label: 2
4279) predicted: 3, label: 2
4280) predicted: 1, label: 9
4283) predicted: 4, label: 9
4284) predicted: 3, label: 9
4287) predicted: 0, label: 9
4289) predicted: 3, label: 2
4291) predicted: 9, label: 4
4293) predicted: 0, label: 9
4294) predicted: 0, label: 9
4296) predicted: 8, label: 2
4297) predicted: 1, label: 7
4298) predicted: 3, label: 9
4299) predicted: 7, label: 9
4300) predicted: 1, label: 5
4301) predicted: 8, label: 9
4302) predicted: 1, label: 5
4307) predicted: 8, label: 5
4310) predicted: 8, label: 5
4312) predicted: 1, label: 5
4313) predicted: 9, label: 4
4315) predicted: 3, label: 5
4316) predicted: 1, label: 9
4323) predicted: 8, label: 5
4324) predicted: 9, label: 4
4325) predicted: 1, label: 9
4326) predicted: 6, label: 2
4330) predicted: 8, label: 5
4332) predicted: 8, label: 4
4333) predicted: 3, label: 9
4335) predicted: 1, label: 3
4338) predicted: 3, label: 5
4339) predicted: 1, label: 2
4340) predicted: 0, label: 5
4341) predicted: 3, label: 2
4342) predicted: 8, label: 2
4344) predicted: 3, label: 9
4345) predicted: 0, label: 2
4350) predicted: 0, label: 2
4354) predicted: 1, label: 2
4355) predicted: 3, label: 5
4356) predicted: 1, label: 5
4357) predicted: 3, label: 7
4358) predicted: 1, label: 9
4359) predicted: 8, label: 5
4360) predicted: 3, label: 5
4361) predicted: 6, label: 0
4364) predicted: 8, label: 5
4367) predicted: 3, label: 2
4368) predicted: 0, label: 5
4369) predicted: 1, label: 9
4371) predicted: 1, label: 8
4373) predicted: 8, label: 4
4374) predicted: 0, label: 5
4378) predicted: 3, label: 5
4379) predicted: 9, label: 4
4381) predicted: 3, label: 5
4382) predicted: 8, label: 4
4384) predicted: 1, label: 2
4385) predicted: 3, label: 2
4387) predicted: 8, label: 2
4389) predicted: 1, label: 8
4391) predicted: 0, label: 7
4395) predicted: 0, label: 6
4396) predicted: 8, label: 4
4399) predicted: 6, label: 8
4400) predicted: 9, label: 7
4401) predicted: 8, label: 2
4402) predicted: 3, label: 2
4405) predicted: 8, label: 9
4408) predicted: 0, label: 9
4410) predicted: 8, label: 9
4413) predicted: 1, label: 6
4414) predicted: 8, label: 4
4415) predicted: 0, label: 2
4418) predicted: 3, label: 2
4420) predicted: 0, label: 5
4421) predicted: 9, label: 4
4422) predicted: 8, label: 5
4423) predicted: 1, label: 7
4426) predicted: 1, label: 9
4427) predicted: 1, label: 2
4431) predicted: 9, label: 4
4433) predicted: 3, label: 7
4434) predicted: 3, label: 8
4435) predicted: 1, label: 3
4438) predicted: 1, label: 4
4439) predicted: 9, label: 6
4440) predicted: 3, label: 5
4441) predicted: 0, label: 6
4442) predicted: 1, label: 2
4443) predicted: 1, label: 3
4444) predicted: 8, label: 9
4445) predicted: 8, label: 2
4449) predicted: 0, label: 6
4451) predicted: 8, label: 2
4453) predicted: 1, label: 7
4454) predicted: 1, label: 9
4455) predicted: 0, label: 8
4456) predicted: 1, label: 2
4460) predicted: 3, label: 7
4461) predicted: 8, label: 5
4463) predicted: 8, label: 5
4464) predicted: 0, label: 6
4465) predicted: 9, label: 4
4468) predicted: 8, label: 4
4472) predicted: 8, label: 5
4475) predicted: 3, label: 4
4476) predicted: 1, label: 2
4477) predicted: 3, label: 0
4479) predicted: 3, label: 9
4481) predicted: 3, label: 4
4482) predicted: 0, label: 2
4483) predicted: 9, label: 4
4484) predicted: 0, label: 6
4487) predicted: 0, label: 7
4496) predicted: 3, label: 8
4497) predicted: 4, label: 8
4498) predicted: 1, label: 7
4500) predicted: 1, label: 9
4501) predicted: 0, label: 3
4503) predicted: 3, label: 2
4504) predicted: 0, label: 2
4505) predicted: 3, label: 9
4506) predicted: 0, label: 2
4508) predicted: 3, label: 8
4509) predicted: 1, label: 3
4510) predicted: 3, label: 2
4511) predicted: 0, label: 9
4513) predicted: 1, label: 8
4514) predicted: 9, label: 4
4517) predicted: 0, label: 2
4519) predicted: 8, label: 4
4520) predicted: 8, label: 5
4521) predicted: 3, label: 2
4523) predicted: 1, label: 8
4529) predicted: 8, label: 5
4530) predicted: 3, label: 7
4534) predicted: 4, label: 9
4540) predicted: 8, label: 7
4541) predicted: 8, label: 3
4544) predicted: 8, label: 4
4546) predicted: 3, label: 2
4548) predicted: 0, label: 5
4549) predicted: 3, label: 2
4551) predicted: 9, label: 7
4555) predicted: 3, label: 9
4556) predicted: 3, label: 9
4558) predicted: 0, label: 4
4559) predicted: 0, label: 2
4561) predicted: 3, label: 7
4562) predicted: 0, label: 2
4565) predicted: 8, label: 6
4566) predicted: 1, label: 7
4567) predicted: 1, label: 4
4569) predicted: 3, label: 5
4570) predicted: 8, label: 9
4571) predicted: 3, label: 6
4573) predicted: 3, label: 2
4575) predicted: 9, label: 4
4576) predicted: 8, label: 4
4577) predicted: 6, label: 5
4582) predicted: 8, label: 2
4583) predicted: 1, label: 5
4584) predicted: 4, label: 9
4585) predicted: 8, label: 9
4590) predicted: 8, label: 4
4592) predicted: 0, label: 9
4593) predicted: 3, label: 7
4594) predicted: 7, label: 2
4596) predicted: 3, label: 5
4598) predicted: 9, label: 4
4601) predicted: 3, label: 8
4605) predicted: 1, label: 3
4609) predicted: 8, label: 4
4613) predicted: 1, label: 3
4615) predicted: 0, label: 2
4618) predicted: 0, label: 6
4619) predicted: 8, label: 6
4620) predicted: 0, label: 6
4625) predicted: 1, label: 2
4626) predicted: 0, label: 8
4632) predicted: 1, label: 2
4636) predicted: 8, label: 2
4637) predicted: 3, label: 5
4639) predicted: 3, label: 8
4640) predicted: 1, label: 8
4644) predicted: 7, label: 9
4645) predicted: 8, label: 5
4649) predicted: 1, label: 6
4652) predicted: 9, label: 4
4654) predicted: 3, label: 7
4656) predicted: 3, label: 2
4658) predicted: 1, label: 7
4659) predicted: 3, label: 9
4661) predicted: 8, label: 4
4662) predicted: 3, label: 9
4665) predicted: 3, label: 9
4666) predicted: 3, label: 2
4668) predicted: 1, label: 2
4671) predicted: 3, label: 8
4673) predicted: 4, label: 9
4677) predicted: 1, label: 7
4679) predicted: 0, label: 9
4681) predicted: 3, label: 9
4682) predicted: 3, label: 9
4684) predicted: 8, label: 2
4686) predicted: 0, label: 6
4689) predicted: 3, label: 5
4690) predicted: 3, label: 7
4692) predicted: 3, label: 9
4693) predicted: 3, label: 7
4695) predicted: 8, label: 4
4696) predicted: 3, label: 5
4697) predicted: 3, label: 7
4699) predicted: 1, label: 6
4704) predicted: 1, label: 6
4705) predicted: 8, label: 2
4706) predicted: 7, label: 9
4709) predicted: 0, label: 2
4710) predicted: 3, label: 2
4711) predicted: 3, label: 5
4712) predicted: 8, label: 5
4713) predicted: 0, label: 2
4716) predicted: 8, label: 2
4721) predicted: 3, label: 4
4722) predicted: 3, label: 5
4723) predicted: 3, label: 2
4724) predicted: 0, label: 8
4725) predicted: 8, label: 2
4726) predicted: 1, label: 8
4728) predicted: 8, label: 5
4730) predicted: 3, label: 7
4731) predicted: 1, label: 8
4734) predicted: 8, label: 2
4735) predicted: 3, label: 9
4738) predicted: 1, label: 4
4742) predicted: 3, label: 7
4743) predicted: 3, label: 8
4744) predicted: 1, label: 8
4745) predicted: 9, label: 4
4746) predicted: 3, label: 7
4749) predicted: 8, label: 5
4751) predicted: 8, label: 4
4752) predicted: 7, label: 9
4753) predicted: 1, label: 8
4755) predicted: 1, label: 3
4760) predicted: 1, label: 7
4761) predicted: 1, label: 9
4762) predicted: 8, label: 5
4763) predicted: 0, label: 5
4765) predicted: 9, label: 6
4766) predicted: 0, label: 5
4767) predicted: 0, label: 7
4768) predicted: 0, label: 4
4771) predicted: 8, label: 5
4772) predicted: 9, label: 4
4775) predicted: 3, label: 2
4777) predicted: 1, label: 8
4779) predicted: 0, label: 6
4783) predicted: 9, label: 4
4785) predicted: 8, label: 3
4786) predicted: 7, label: 9
4791) predicted: 9, label: 4
4794) predicted: 9, label: 7
4795) predicted: 4, label: 9
4796) predicted: 1, label: 3
4798) predicted: 8, label: 6
4801) predicted: 1, label: 2
4803) predicted: 9, label: 4
4805) predicted: 1, label: 2
4807) predicted: 0, label: 8
4809) predicted: 8, label: 5
4810) predicted: 8, label: 5
4812) predicted: 1, label: 2
4813) predicted: 8, label: 4
4814) predicted: 0, label: 6
4816) predicted: 3, label: 2
4820) predicted: 3, label: 8
4821) predicted: 3, label: 7
4823) predicted: 8, label: 9
4825) predicted: 9, label: 8
4826) predicted: 9, label: 4
4827) predicted: 9, label: 4
4828) predicted: 8, label: 5
4829) predicted: 3, label: 8
4830) predicted: 8, label: 5
4832) predicted: 1, label: 6
4835) predicted: 7, label: 9
4837) predicted: 1, label: 7
4838) predicted: 8, label: 6
4841) predicted: 1, label: 3
4842) predicted: 3, label: 4
4844) predicted: 3, label: 5
4848) predicted: 8, label: 2
4849) predicted: 1, label: 8
4852) predicted: 3, label: 8
4855) predicted: 8, label: 7
4856) predicted: 3, label: 9
4860) predicted: 8, label: 4
4861) predicted: 1, label: 7
4863) predicted: 9, label: 8
4866) predicted: 9, label: 4
4867) predicted: 3, label: 5
4870) predicted: 8, label: 2
4874) predicted: 0, label: 9
4876) predicted: 6, label: 2
4878) predicted: 0, label: 2
4881) predicted: 0, label: 7
4882) predicted: 3, label: 6
4884) predicted: 7, label: 9
4885) predicted: 1, label: 3
4886) predicted: 1, label: 7
4888) predicted: 3, label: 5
4889) predicted: 0, label: 2
4890) predicted: 0, label: 8
4892) predicted: 8, label: 5
4893) predicted: 3, label: 4
4896) predicted: 9, label: 4
4897) predicted: 1, label: 6
4898) predicted: 1, label: 6
4899) predicted: 8, label: 2
4900) predicted: 1, label: 7
4901) predicted: 7, label: 9
4902) predicted: 3, label: 5
4905) predicted: 8, label: 2
4911) predicted: 9, label: 4
4912) predicted: 9, label: 4
4915) predicted: 3, label: 5
4916) predicted: 9, label: 4
4919) predicted: 3, label: 9
4920) predicted: 0, label: 2
4921) predicted: 1, label: 7
4928) predicted: 1, label: 3
4929) predicted: 8, label: 4
4933) predicted: 8, label: 5
4934) predicted: 0, label: 6
4939) predicted: 1, label: 2
4941) predicted: 6, label: 2
4942) predicted: 3, label: 5
4943) predicted: 8, label: 2
4944) predicted: 3, label: 2
4950) predicted: 8, label: 2
4952) predicted: 8, label: 6
4954) predicted: 3, label: 2
4959) predicted: 8, label: 0
4961) predicted: 8, label: 2
4962) predicted: 3, label: 2
4964) predicted: 1, label: 2
4965) predicted: 3, label: 2
4966) predicted: 1, label: 7
4968) predicted: 0, label: 9
4969) predicted: 3, label: 2
4971) predicted: 8, label: 5
4974) predicted: 0, label: 4
4976) predicted: 9, label: 4
4978) predicted: 3, label: 8
4979) predicted: 0, label: 5
4980) predicted: 8, label: 6
4981) predicted: 3, label: 2
4985) predicted: 3, label: 2
4987) predicted: 8, label: 4
4988) predicted: 7, label: 9
4990) predicted: 1, label: 3
4994) predicted: 3, label: 7
4995) predicted: 3, label: 2
4997) predicted: 8, label: 2
4998) predicted: 9, label: 4
5001) predicted: 7, label: 9
5002) predicted: 7, label: 9
5009) predicted: 4, label: 9
5011) predicted: 1, label: 8
5017) predicted: 8, label: 9
5018) predicted: 0, label: 2
5019) predicted: 8, label: 3
5020) predicted: 1, label: 5
5021) predicted: 3, label: 5
5022) predicted: 4, label: 9
5023) predicted: 8, label: 4
5024) predicted: 3, label: 2
5027) predicted: 7, label: 4
5032) predicted: 8, label: 4
5037) predicted: 3, label: 2
5038) predicted: 8, label: 3
5039) predicted: 8, label: 4
5045) predicted: 3, label: 2
5046) predicted: 0, label: 3
5047) predicted: 7, label: 4
5050) predicted: 7, label: 9
5053) predicted: 3, label: 2
5054) predicted: 0, label: 3
5055) predicted: 8, label: 4
5056) predicted: 6, label: 5
5057) predicted: 0, label: 6
5060) predicted: 8, label: 9
5062) predicted: 1, label: 3
5063) predicted: 1, label: 4
5065) predicted: 1, label: 8
5066) predicted: 0, label: 6
5067) predicted: 8, label: 3
5068) predicted: 1, label: 4
5070) predicted: 4, label: 9
5073) predicted: 7, label: 9
5074) predicted: 1, label: 3
5075) predicted: 1, label: 8
5076) predicted: 8, label: 4
5078) predicted: 8, label: 3
5080) predicted: 7, label: 9
5083) predicted: 6, label: 5
5084) predicted: 8, label: 4
5085) predicted: 0, label: 6
5086) predicted: 3, label: 2
5088) predicted: 0, label: 6
5089) predicted: 0, label: 2
5095) predicted: 0, label: 2
5096) predicted: 8, label: 4
5098) predicted: 8, label: 5
5099) predicted: 8, label: 2
5101) predicted: 7, label: 4
5102) predicted: 8, label: 5
5104) predicted: 8, label: 4
5105) predicted: 0, label: 2
5106) predicted: 8, label: 9
5111) predicted: 8, label: 5
5115) predicted: 0, label: 6
5116) predicted: 0, label: 6
5117) predicted: 0, label: 6
5119) predicted: 8, label: 2
5120) predicted: 0, label: 2
5123) predicted: 8, label: 4
5125) predicted: 0, label: 2
5126) predicted: 8, label: 4
5127) predicted: 8, label: 2
5130) predicted: 7, label: 9
5134) predicted: 6, label: 5
5135) predicted: 7, label: 9
5136) predicted: 0, label: 6
5140) predicted: 0, label: 3
5143) predicted: 0, label: 3
5144) predicted: 8, label: 9
5145) predicted: 0, label: 6
5146) predicted: 7, label: 3
5149) predicted: 8, label: 2
5150) predicted: 8, label: 3
5151) predicted: 9, label: 4
5152) predicted: 3, label: 5
5153) predicted: 0, label: 6
5157) predicted: 3, label: 2
5158) predicted: 0, label: 3
5159) predicted: 7, label: 4
5160) predicted: 8, label: 5
5162) predicted: 3, label: 7
5164) predicted: 8, label: 9
5167) predicted: 0, label: 2
5168) predicted: 8, label: 3
5170) predicted: 8, label: 5
5172) predicted: 3, label: 7
5174) predicted: 8, label: 5
5175) predicted: 9, label: 4
5178) predicted: 9, label: 4
5180) predicted: 3, label: 7
5181) predicted: 8, label: 3
5185) predicted: 8, label: 3
5187) predicted: 3, label: 5
5189) predicted: 0, label: 2
5190) predicted: 3, label: 7
5191) predicted: 0, label: 4
5192) predicted: 1, label: 2
5194) predicted: 8, label: 5
5195) predicted: 0, label: 4
5196) predicted: 8, label: 5
5197) predicted: 8, label: 5
5200) predicted: 9, label: 4
5201) predicted: 0, label: 4
5202) predicted: 9, label: 4
5206) predicted: 3, label: 5
5207) predicted: 8, label: 5
5210) predicted: 4, label: 9
5212) predicted: 8, label: 3
5214) predicted: 8, label: 3
5215) predicted: 8, label: 3
5216) predicted: 3, label: 2
5217) predicted: 8, label: 2
5219) predicted: 7, label: 9
5220) predicted: 3, label: 9
5221) predicted: 0, label: 6
5222) predicted: 8, label: 5
5223) predicted: 8, label: 5
5224) predicted: 8, label: 3
5225) predicted: 8, label: 3
5229) predicted: 1, label: 5
5233) predicted: 7, label: 9
5237) predicted: 8, label: 3
5239) predicted: 9, label: 4
5240) predicted: 3, label: 7
5242) predicted: 7, label: 9
5247) predicted: 8, label: 9
5248) predicted: 8, label: 3
5250) predicted: 0, label: 2
5260) predicted: 8, label: 4
5262) predicted: 8, label: 9
5264) predicted: 3, label: 2
5265) predicted: 0, label: 6
5266) predicted: 8, label: 2
5267) predicted: 8, label: 2
5268) predicted: 8, label: 9
5269) predicted: 8, label: 9
5272) predicted: 0, label: 2
5274) predicted: 9, label: 4
5275) predicted: 3, label: 5
5282) predicted: 0, label: 2
5284) predicted: 9, label: 4
5285) predicted: 3, label: 5
5288) predicted: 0, label: 8
5289) predicted: 3, label: 9
5292) predicted: 0, label: 2
5295) predicted: 3, label: 5
5297) predicted: 3, label: 7
5298) predicted: 0, label: 8
5299) predicted: 7, label: 9
5300) predicted: 1, label: 8
5302) predicted: 3, label: 5
5306) predicted: 1, label: 8
5308) predicted: 0, label: 2
5310) predicted: 3, label: 7
5311) predicted: 3, label: 9
5315) predicted: 3, label: 9
5317) predicted: 3, label: 7
5322) predicted: 9, label: 4
5325) predicted: 8, label: 5
5333) predicted: 3, label: 9
5334) predicted: 3, label: 7
5335) predicted: 9, label: 4
5338) predicted: 0, label: 2
5339) predicted: 3, label: 5
5340) predicted: 0, label: 2
5343) predicted: 1, label: 8
5345) predicted: 9, label: 4
5347) predicted: 3, label: 5
5348) predicted: 9, label: 4
5351) predicted: 3, label: 5
5355) predicted: 0, label: 4
5357) predicted: 1, label: 6
5360) predicted: 1, label: 8
5364) predicted: 3, label: 5
5366) predicted: 0, label: 2
5367) predicted: 0, label: 2
5373) predicted: 4, label: 9
5374) predicted: 3, label: 5
5375) predicted: 7, label: 9
5376) predicted: 1, label: 8
5377) predicted: 3, label: 9
5380) predicted: 7, label: 8
5381) predicted: 0, label: 2
5385) predicted: 0, label: 2
5387) predicted: 1, label: 8
5388) predicted: 7, label: 9
5389) predicted: 3, label: 5
5390) predicted: 0, label: 2
5392) predicted: 0, label: 2
5393) predicted: 9, label: 4
5394) predicted: 1, label: 8
5395) predicted: 9, label: 4
5397) predicted: 3, label: 5
5400) predicted: 8, label: 5
5404) predicted: 7, label: 9
5407) predicted: 3, label: 2
5408) predicted: 0, label: 3
5409) predicted: 3, label: 4
5410) predicted: 0, label: 5
5411) predicted: 0, label: 6
5414) predicted: 7, label: 9
5417) predicted: 3, label: 2
5418) predicted: 0, label: 3
5419) predicted: 8, label: 4
5420) predicted: 0, label: 5
5421) predicted: 0, label: 6
5422) predicted: 3, label: 7
5424) predicted: 7, label: 9
5426) predicted: 3, label: 4
5427) predicted: 8, label: 2
5429) predicted: 7, label: 9
5432) predicted: 8, label: 5
5434) predicted: 1, label: 8
5436) predicted: 0, label: 2
5439) predicted: 9, label: 4
5444) predicted: 6, label: 4
5445) predicted: 8, label: 5
5447) predicted: 7, label: 9
5449) predicted: 3, label: 2
5451) predicted: 8, label: 5
5454) predicted: 0, label: 3
5455) predicted: 3, label: 2
5458) predicted: 0, label: 6
5464) predicted: 9, label: 4
5471) predicted: 1, label: 7
5473) predicted: 8, label: 5
5474) predicted: 3, label: 4
5475) predicted: 8, label: 2
5476) predicted: 8, label: 4
5480) predicted: 8, label: 5
5481) predicted: 0, label: 6
5487) predicted: 0, label: 2
5488) predicted: 0, label: 5
5492) predicted: 0, label: 3
5493) predicted: 3, label: 8
5494) predicted: 3, label: 2
5495) predicted: 3, label: 8
5500) predicted: 0, label: 4
5502) predicted: 3, label: 2
5503) predicted: 4, label: 9
5504) predicted: 0, label: 3
5507) predicted: 1, label: 2
5509) predicted: 9, label: 4
5510) predicted: 3, label: 5
5515) predicted: 3, label: 2
5517) predicted: 9, label: 4
5518) predicted: 3, label: 5
5521) predicted: 3, label: 2
5522) predicted: 0, label: 8
5525) predicted: 3, label: 4
5528) predicted: 0, label: 5
5530) predicted: 0, label: 8
5536) predicted: 3, label: 2
5541) predicted: 3, label: 2
5545) predicted: 3, label: 2
5547) predicted: 0, label: 8
5556) predicted: 9, label: 4
5557) predicted: 3, label: 2
5559) predicted: 9, label: 4
5561) predicted: 9, label: 4
5562) predicted: 0, label: 2
5564) predicted: 3, label: 4
5569) predicted: 0, label: 8
5570) predicted: 0, label: 5
5571) predicted: 0, label: 5
5572) predicted: 0, label: 5
5574) predicted: 3, label: 5
5577) predicted: 3, label: 4
5579) predicted: 3, label: 5
5587) predicted: 7, label: 9
5595) predicted: 3, label: 2
5597) predicted: 9, label: 4
5598) predicted: 8, label: 5
5600) predicted: 1, label: 7
5605) predicted: 3, label: 2
5607) predicted: 9, label: 4
5608) predicted: 8, label: 5
5610) predicted: 9, label: 7
5611) predicted: 1, label: 8
5615) predicted: 3, label: 2
5617) predicted: 9, label: 4
5618) predicted: 8, label: 5
5620) predicted: 9, label: 7
5622) predicted: 3, label: 9
5624) predicted: 8, label: 5
5626) predicted: 8, label: 2
5629) predicted: 3, label: 2
5631) predicted: 1, label: 4
5632) predicted: 8, label: 5
5633) predicted: 8, label: 5
5634) predicted: 0, label: 2
5636) predicted: 3, label: 2
5639) predicted: 3, label: 9
5641) predicted: 0, label: 2
5643) predicted: 0, label: 2
5645) predicted: 7, label: 9
5649) predicted: 9, label: 7
5654) predicted: 8, label: 7
5658) predicted: 8, label: 5
5662) predicted: 3, label: 5
5664) predicted: 9, label: 4
5667) predicted: 0, label: 2
5668) predicted: 3, label: 5
5671) predicted: 7, label: 9
5677) predicted: 1, label: 4
5678) predicted: 1, label: 8
5682) predicted: 8, label: 5
5683) predicted: 3, label: 9
5688) predicted: 9, label: 7
5691) predicted: 3, label: 4
5692) predicted: 3, label: 2
5696) predicted: 1, label: 4
5697) predicted: 8, label: 5
5698) predicted: 3, label: 4
5706) predicted: 0, label: 5
5710) predicted: 1, label: 8
5711) predicted: 8, label: 5
5713) predicted: 9, label: 4
5714) predicted: 9, label: 7
5716) predicted: 3, label: 2
5717) predicted: 3, label: 2
5719) predicted: 8, label: 9
5720) predicted: 1, label: 4
5723) predicted: 8, label: 2
5726) predicted: 3, label: 5
5728) predicted: 3, label: 7
5729) predicted: 1, label: 8
5733) predicted: 8, label: 2
5735) predicted: 3, label: 5
5736) predicted: 0, label: 6
5739) predicted: 0, label: 2
5742) predicted: 3, label: 5
5745) predicted: 1, label: 7
5748) predicted: 0, label: 2
5752) predicted: 3, label: 5
5753) predicted: 8, label: 9
5754) predicted: 3, label: 9
5758) predicted: 8, label: 4
5760) predicted: 0, label: 3
5761) predicted: 0, label: 2
5763) predicted: 8, label: 2
